IDLocator,L_Route,L_Dir,L_Lane,L_Section
3000,ST_6023_NW,5,1,130410
3001,ST_4652_NW,5,2,229600
3002,3547_5,5,2,205610
3003,ST_3493_NE,5,1,128360
3004,ST_3495_NW,5,1,128380
3005,ST_3499_NW,5,1,128410
3006,ST_4633_NW,5,1,129370
3007,ST_4635_NW,5,1,129400
3008,ST_6031_NW,5,1,130440
3009,ST_7595_NW,5,1,130990
3010,ST_3495_NW,5,2,228380
3011,ST_3499_NW,5,2,228410
3012,ST_4633_NW,5,2,229370
3013,ST_4635_NW,5,2,229400
3014,ST_6031_NW,5,2,230440
3015,ST_7595_NW,5,2,230990
3016,ST_3302_NE,5,1,127420
3017,ST_3296_NW,5,1,127370
3018,ST_3298_NW,5,1,127390
3019,ST_3304_NW,5,1,127430
3020,ST_3486_1_NE,5,1,128250
3021,ST_3486_2_NE,5,1,128260
3022,ST_3486_3_NE,5,1,128270
3023,ST_3486_4_NE,5,1,128280
3024,ST_3491_NW,5,1,128320
3025,ST_3492_NE,5,1,128330
3026,ST_3493_13_NE,5,1,128340
3027,ST_3493_14_NE,5,1,128350
3028,ST_3494_1_NE,5,1,128370
3029,ST_3496_NE,5,1,128390
3030,ST_3497_NW,5,1,128400
3031,ST_4077_NW,5,1,129070
3032,ST_4629_NE,5,1,129320
3033,ST_4631_NE,5,1,129340
3034,ST_4632_NE,5,1,129350
3035,ST_BS109_8_NW,5,1,131390
3036,ST_3296_NW,5,2,227370
3037,ST_3304_NW,5,2,227430
3038,ST_3486_1_NE,5,2,228250
3039,ST_3494_1_NE,5,2,228370
3040,ST_3497_NW,5,2,228400
3041,ST_4629_NE,5,2,229320
3042,ST_3291_23_SW,5,1,127250
3043,ST_3291_24_SW,5,1,127260
3044,ST_3291_25_SW,5,1,127270
3045,ST_3291_26_SW,5,1,127280
3046,ST_3291_27_SW,5,1,127290
3047,ST_3291_28_NE,5,1,127300
3048,ST_3291_29_NE,5,1,127310
3049,ST_3291_30_NE,5,1,127320
3050,ST_4336_NW,5,1,129250
3051,ST_4628_NE,5,1,129310
3052,ST_4785_NW,5,1,129890
3053,ST_6863_NW,5,1,130490
3054,ST_6864_NW,5,1,130500
3055,ST_7314_SE,5,1,130540
3056,ST_7314_SW,5,1,130550
3057,ST_7315_1_NW,5,1,130560
3058,ST_7315_3_NW,5,1,130560
3059,ST_BS105_1_NW,5,1,131260
3060,ST_BS105_2_NW,5,1,131270
3061,ST_BS106_1_NW,5,1,131280
3062,ST_BS106_2_NW,5,1,131290
3063,ST_BS32_1_NW,5,1,131720
3064,ST_BS32_2_NW,5,1,131730
3065,ST_BS42_1_NE,5,1,131800
3066,ST_BS43_NE,5,1,131820
3067,ST_6863_NW,5,2,230490
3068,ST_6864_NW,5,2,230500
3069,ST_7314_SW,5,2,230550
3070,ST_BS105_1_NW,5,2,231260
3071,ST_BS32_1_NW,5,2,231720
3072,ST_3295_NE,5,1,127360
3073,ST_3297_NE,5,1,127380
3074,ST_4627_NE,5,1,129300
3075,ST_4633_9_SE,5,1,129360
3076,ST_3295_NE,5,2,227360
3077,ST_4634_NW,5,1,129390
3078,ST_6030_NW,5,1,130430
3079,ST_BS132_1_NE,5,1,131640
3080,ST_BS132_2_NW,5,1,131650
3081,ST_4634_NW,5,2,229390
3082,ST_6030_NW,5,2,230430
3083,ST_BS132_1_NE,5,2,231640
3084,ST_3293_NE,5,1,127340
3085,ST_3294_NW,5,1,127350
3086,ST_3300_NE,5,1,127400
3087,ST_3308_NE,5,1,127460
3088,ST_3312_NE,5,1,127490
3089,ST_4043_NW,5,1,129030
3090,ST_6029_NW,5,1,130420
3091,ST_BS104_NE,5,1,131250
3092,ST_3293_NE,5,2,227340
3093,ST_3294_NW,5,2,227350
3094,ST_3300_NE,5,2,227400
3095,ST_3301_NW,5,2,227410
3096,ST_3312_NE,5,2,227490
3097,ST_4043_NW,5,2,229030
3098,ST_6029_NW,5,2,230420
3099,ST_BS104_NE,5,2,231250
3100,ST_4627_10_N,5,1,129280
3101,ST_BS109_4_NW,5,1,131350
3102,ST_BS109_6_NW,5,1,131370
3103,ST_BS109_7_NW,5,1,131380
3104,ST_BS110_NW,5,1,131410
3105,ST_3491_NW,5,2,228320
3106,ST_3301_NW,5,1,127410
3107,ST_4630_NE,5,1,129330
3108,ST_3487_NW,5,1,128290
3109,ST_4624_NW,5,1,129260
3110,ST_4625_NW,5,1,129270
3111,ST_4786_NW,5,1,129900
3112,ST_4807_NE,5,1,129980
3113,ST_3487_NW,5,2,228290
3114,ST_4624_NW,5,2,229260
3115,ST_4807_NE,5,2,229980
3116,ST_4630_NE,5,2,229330
3117,ST_3313_4_NW,5,1,127500
3118,ST_3313_NE,5,1,127520
3119,ST_3313_NW,5,1,127530
3120,ST_3315_NW,5,1,127600
3121,ST_3317_NW,5,1,127650
3122,ST_4946_NE,5,1,130110
3123,ST_4947_NE,5,1,130120
3124,ST_7428_1_SW,5,1,130920
3125,ST_7428_2_NE,5,1,130920
3126,ST_BS100_5_NE,5,1,131070
3127,ST_BS101_12_N,5,1,131100
3128,ST_BS101_1_NE,5,1,131120
3129,ST_BS10_NE,5,1,131400
3130,ST_3313_4_NW,5,2,227500
3131,ST_3313_NW,5,2,227530
3132,ST_3317_NW,5,2,227650
3133,ST_3317_2_NW,5,1,127620
3134,ST_3317_4_NW,5,1,127630
3135,ST_3317_8_NW,5,1,127640
3136,ST_3317_2_NW,5,2,227620
3137,ST_3317_4_NW,5,2,227630
3138,ST_3317_8_NW,5,2,227640
3139,ST_3307_NW,5,1,127450
3140,ST_3309_NW,5,1,127470
3141,ST_3311_NW,5,1,127480
3142,ST_4045_N,5,1,129040
3143,ST_4998_NE,5,1,130320
3144,ST_4999_NE,5,1,130330
3145,ST_5000_NE,5,1,130340
3146,ST_7558_NE,5,1,130960
3147,ST_BS97_1_NW,5,1,132160
3148,ST_BS97_2_N,5,1,132170
3149,ST_BS98_2_NE,5,1,132190
3150,ST_3307_NW,5,2,227450
3151,ST_3309_NW,5,2,227470
3152,ST_3311_NW,5,2,227480
3153,ST_BS98_1_N,5,1,132180
3154,ST_BS99_1_NE,5,1,132200
3155,ST_BS99_NE,5,1,132210
3156,ST_BS95_7_NE,5,1,132120
3157,ST_BS95_NE,5,1,132140
3158,ST_3292_NW,5,1,127330
3159,ST_3292_NW,5,2,227330
3160,ST_3483_NW,5,1,128230
3161,ST_3484_NW,5,1,128240
3162,ST_3500_NW,5,1,128420
3163,ST_3501_NW,5,1,128430
3164,ST_3503_NW,5,1,128490
3165,ST_4977_NW,5,1,130200
3166,ST_7414_NE,5,1,130820
3167,ST_7417_3_NE,5,1,130850
3168,ST_BS27_1_NE,5,1,131660
3169,ST_BS46_NE,5,1,131880
3170,ST_3483_NW,5,2,228230
3171,ST_3500_NW,5,2,228420
3172,ST_3503_NW,5,2,228490
3173,ST_3509_NW,5,2,228540
3174,ST_4977_NW,5,2,230200
3175,ST_3506_2_NW,5,1,128500
3176,ST_3506_6_NW,6,1,128510
3177,ST_3506_NW,5,1,128520
3178,ST_3507_NE,5,1,128530
3179,ST_7413_NW,5,1,130810
3180,ST_BS46_1_NW,5,1,131860
3181,ST_BS47_3_NW,5,1,131900
3182,ST_BS47_NE,5,1,131910
3183,ST_BS48_2_NW,5,1,131930
3184,ST_3506_6_NW,6,2,228510
3185,ST_3506_NW,5,2,228520
3186,ST_BS47_NE,5,2,231910
3187,ST_4046_NW,5,1,129060
3188,ST_BS47_3_NW,5,2,231900
3189,ST_BS47_5_NW,5,2,231900
3190,ST_BS47_7_NW,5,2,231900
3191,3649_6-1,6,1,126380
3192,3650,5,1,126410
3193,3651,5,1,126430
3194,3653,5,1,126450
3195,3654,5,1,126460
3196,3648,5,2,226350
3197,3650,5,2,226410
3198,3652,5,2,226440
3199,3654,5,2,226460
3200,3811_6-24,6,2,226830
3201,3653,5,2,226450
3202,3652,5,1,126440
3203,3811_6-26,6,1,126840
3204,3811_6-27,6,1,126850
3205,3651,5,2,226430
3206,3648,5,1,126350
3207,3879_5-1,5,1,126920
3208,3879_5-1,5,2,226920
3209,3811_6-24,6,1,126830
3210,3650-1,5,1,126420
3211,3645,5,1,126270
3212,3644,5,2,226260
3213,3645-1,5,1,126280
3214,3645-2,5,1,126290
3215,3646,5,1,126300
3216,3647,5,1,126310
3217,3647_5,5,1,126340
3218,3647_6,6,1,126340
3219,3811_6-28,6,1,126860
3220,3645-1,5,2,226280
3221,3645-2,5,2,226290
3222,3646,5,2,226300
3223,3647,5,2,226310
3224,3811_6-28,6,2,226860
3225,3645,5,2,226270
3226,118_5-2,5,1,126210
3227,3644,5,1,126260
3228,118_5-1,5,1,126200
3229,3702,5,1,126490
3230,3704,5,1,126520
3231,3811_5-11,5,1,126790
3232,3811_5-13,5,1,126800
3233,3811_5-14,5,1,126810
3234,3811_5-11,5,2,226790
3235,3811_5-13,5,2,226800
3236,3811_5-14,5,2,226810
3237,3702-1,5,1,126500
3238,3703,5,1,126510
3239,3704-2,5,1,126540
3240,3705,5,1,126550
3241,3702,5,2,226490
3242,3703,5,2,226510
3243,3704-2,5,2,226540
3244,3705,5,2,226550
3245,3823_6-12,6,1,126900
3246,3798_5-5,5,1,126720
3247,3799_6-1,6,1,126760
3248,3799_6-2,6,1,126770
3249,3885_5-3,5,1,126940
3250,5615,5,1,127100
3251,5615,5,2,227100
3252,3798_6-4,6,1,126750
3253,3806,5,1,126780
3254,4245,5,1,127030
3255,5616,5,1,127110
3256,5616-1,5,1,127120
3257,5616-2,5,1,127130
3258,3806,5,2,226780
3259,4245,5,2,227030
3260,5616,5,2,227110
3261,5616-2,5,2,227130
3262,3885_5-6,5,1,126950
3263,3885_5-6,5,2,226950
3264,4000,5,1,127010
3265,3798_6-3,6,1,126740
3266,3999,5,1,127000
3267,3798_6-3,6,2,226740
3268,3999,5,2,227000
3269,3879_6-11,6,1,126930
3270,3704,5,2,226520
3271,3649_6-2,5,1,126390
3272,3706,5,1,126560
3273,3706-1,5,1,126570
3274,3710,5,1,126600
3275,3711,5,1,126610
3276,3712,5,1,126620
3277,3811_5-26,5,1,126820
3278,3708,5,2,226580
3279,3710,5,2,226600
3280,3711,5,2,226610
3281,3712,5,2,226620
3282,3823_6-13,6,2,226910
3283,3708,5,1,126580
3284,3811_5-26,5,2,226820
3285,3709,5,1,126590
3286,3706,5,2,226560
3287,3823_6-13,6,1,126910
3288,3709,5,2,226590
3289,3649_5-1,5,1,126360
3290,3649_6-3,5,1,126400
3291,3998,5,1,126990
3292,4000,5,2,227010
3293,3798_6-2,6,1,126730
3294,3885_5-7,5,1,126960
3295,3996,5,1,126970
3296,3997,5,1,126980
3297,3798_6-2,6,2,226730
3298,3885_5-7,5,2,226960
3299,3996,5,2,226970
3300,3998,5,2,226990
3301,3716,5,2,226650
3302,3997,5,2,226980
3303,3649_5-3,5,1,126370
3304,3713,5,1,126630
3305,3715,5,1,126640
3306,3716-1,5,1,126660
3307,3716-5,5,1,126670
3308,3716-6,5,1,126680
3309,3716-7,5,1,126690
3310,3717,5,1,126700
3311,3718,5,1,126710
3312,4820,5,1,127090
3313,6667,5,1,127140
3314,7365,5,1,127150
3315,3717,5,2,226700
3316,3718,5,2,226710
3317,4820,5,2,227090
3318,6667,5,2,227140
3319,7365,5,2,227150
3320,3716,5,1,126650
3321,3713,5,2,226630
3322,3715,5,2,226640
3323,IC_BS04_NE_ADI,5,1,127200
3324,ST_JD042_NE,5,1,132300
3325,3484-1,5,1,126240
3326,3507-1,5,1,126250
3327,ST_3488_NE,5,1,128300
3328,ST_3489_NW,5,1,128310
3329,ST_3503_10_NW,5,1,128450
3330,ST_3503_11_NW,5,1,128460
3331,ST_3503_12_NW,5,1,128470
3332,ST_3503_13_NW,5,1,128480
3333,ST_4978_10_NE,5,1,130210
3334,ST_4978_11_NE,5,1,130220
3335,ST_4978_12_NE,5,1,130230
3336,ST_4978_13_NE,5,1,130230
3337,ST_4978_14_NE,5,1,130240
3338,ST_4978_15_NE,5,1,130250
3339,ST_4978_16_NE,5,1,130260
3340,ST_4978_17_NE,5,1,130270
3341,ST_4978_1_NE,5,1,130280
3342,ST_4978_2_NE,5,1,130290
3343,ST_4978_9_NE,5,1,130300
3344,ST_4978_NW,5,1,130310
3345,ST_7418_NE,5,1,130860
3346,ST_BS27_2_NE,5,1,131670
3347,ST_BS38_NW,5,1,131770
3348,ST_BS44_2_NE,5,1,131830
3349,ST_BS44_NW,5,1,131840
3350,ST_BS46_7_NE,5,1,131870
3351,ST_BS46_SE,5,1,131890
3352,ST_BS47_7_NW,5,1,131900
3353,ST_BS48_1_NW,5,1,131920
3354,ST_BS69_3_NE,5,1,132030
3355,ST_BS69_NE,5,1,132040
3356,ST_3503_13_NW,5,2,228480
3357,ST_4978_NW,5,2,230310
3358,ST_7415_NE,5,2,230830
3359,ST_BS46_7_NE,5,2,231870
3360,ST_BS69_3_NE,5,2,232030
3361,ST_3484_NW,5,2,228240
3362,ST_3509_NW,5,1,128540
3363,ST_BS37_NW,5,1,131750
3364,ST_4953_NE,5,1,130160
3365,ST_BS48_3_NW,5,1,131930
3366,ST_BS49_NW,5,1,131940
3367,ST_7419_5_NW,5,1,130870
3368,ST_7419_6_NW,6,1,130870
3369,ST_7419_NW,5,1,130880
3370,ST_7421_2_NW,5,1,130890
3371,ST_7421_4_NW,5,1,130890
3372,ST_7422_1_NE,5,1,130910
3373,ST_7422_2_NE,5,1,130910
3374,ST_7422_3_NE,5,1,130910
3375,ST_7559_NE,5,1,130970
3376,ST_7560_NE,5,1,130980
3377,ST_7418_NE,5,2,230860
3378,ST_7421_2_NW,5,2,230890
3379,ST_7559_NE,5,2,230970
3380,ST_7421_5_NW,5,1,130900
3381,ST_3489_NW,5,2,228310
3382,ST_7419_NW,5,2,230880
3383,ST_7415_NE,5,1,130830
3384,ST_7416_NE,5,1,130840
3385,ST_BS44_NW,5,2,231840
3386,3818_6-11,6,1,126880
3387,3818_6-11,6,2,226880
3388,3818_6-12,6,1,126890
3389,3818_6-12,6,2,226890
3390,116_5-11,5,1,116260
3391,4254,5,2,222070
3392,6117,5,1,124350
3393,4253_6,6,2,204290
3394,8521,5,2,226150
3395,3884_6-1,6,1,120900
3396,RW_210_6,6,1,103350
3397,ST_3985_NE,5,1,128670
3398,ST_3986_NE,5,1,128680
3399,ST_3987_NW,5,1,128690
3400,ST_3988_NW,5,1,128700
3401,ST_3989_NW,5,1,128710
3402,ST_4128_NW,5,1,129110
3403,ST_4128_SW,5,1,129120
3404,ST_5628_NW,5,1,130350
3405,ST_5629_NW,5,1,130360
3406,ST_7368_3_SE,5,1,130600
3407,ST_7368_NE,5,1,130610
3408,ST_3988_NW,5,2,228700
3409,ST_3989_NW,5,2,228710
3410,ST_5628_NW,5,2,230350
3411,ST_7368_3_SE,5,2,230600
3412,ST_7368_NE,5,2,230610
3413,ST_4128_NW,5,2,229110
3414,ST_4127_NE,5,1,129080
3415,ST_4128_SW,5,2,229120
3416,ST_BS130_NE,5,1,131630
3417,ST_BS130_NE,5,2,231630
3418,ST_4128_3_NW,5,1,129100
3419,ST_BS129_2_NW,5,1,131600
3420,ST_BS129_3_NW,5,1,131610
3421,ST_BS129_NW,5,1,131620
3422,ST_4127_NE,5,2,229080
3423,ST_BS129_3_NW,5,2,231610
3424,ST_BS129_NW,5,2,231620
3425,4238_5,5,3,305790
3426,ST_SU33_N,5,1,132570
3427,ST_7377_7_SE,5,1,130660
3428,ST_7377_8_SE,5,1,130670
3429,Inter_119_5_1,5,1,106600
3430,119_6_11,6,1,101010
3431,119_6_11,6,2,201010
3432,116_6-17,6,1,108360
3433,117_6-1,6,1,108410
3434,3412,5,1,109570
3435,3415,5,1,109590
3436,3415-2,5,1,109610
3437,3421,5,1,109660
3438,3437,5,1,109700
3439,3438,5,1,109710
3440,4051,5,1,111570
3441,4051-1,5,1,111580
3442,4575,5,1,114090
3443,7108,5,1,114960
3444,75_5-8,5,1,116020
3445,7623,5,1,116160
3446,3415,5,2,209590
3447,3421,5,2,209660
3448,3437,5,2,209700
3449,3438,5,2,209710
3450,3440,5,2,209720
3451,4051-1,5,2,211580
3452,4575,5,2,214090
3453,7623,5,2,216160
3454,117_6-6,6,1,108430
3455,3232-2,5,1,108790
3456,3232-4,5,1,108800
3457,3232-5,5,1,108810
3458,3235,5,1,108840
3459,3241,5,1,108880
3460,3884_6-16,6,1,111230
3461,3884_6-17,6,1,111240
3462,3884_6-18,6,1,111250
3463,3884_6-19,6,1,111260
3464,7102,5,1,114910
3465,3233,5,2,208830
3466,3239,5,2,208860
3467,3239,5,1,108860
3468,3244,5,1,108910
3469,4981,5,1,114560
3470,6561,5,1,114580
3471,3241,5,2,208880
3472,4981,5,2,214560
3473,6561,5,2,214580
3474,3242,5,1,108890
3475,3244,5,2,208910
3476,7098,5,1,114900
3477,3242,5,2,208890
3478,7098,5,2,214900
3479,3232-1,5,1,108780
3480,3238,5,1,108850
3481,3240,5,1,108870
3482,3238,5,2,208850
3483,3240,5,2,208870
3484,3233,5,1,108830
3485,116_5-9,5,1,108350
3486,3232-6,5,1,108820
3487,4236_5-4,5,1,112670
3488,4050,5,1,111560
3489,3232,5,1,108770
3490,3243,5,1,108900
3491,7103,5,1,114920
3492,7103,5,2,214920
3493,3884_5-20,5,1,111220
3494,3884_6-22,6,1,111270
3495,7089-10,5,1,114680
3496,7089-18,5,1,114760
3497,7089-4,5,1,114800
3498,7089-7,5,2,214830
3499,4119,5,1,111840
3500,3397-10,5,1,109120
3501,3397-12,5,1,109130
3502,3397-13,5,1,109140
3503,3397-14,5,1,109150
3504,3397-15,5,1,109160
3505,3397-16,5,1,109170
3506,3397-17,5,1,109180
3507,3397-18,5,1,109190
3508,3397-23,5,1,109230
3509,3397-24,5,1,109240
3510,3397-32,5,1,109320
3511,3397-4,5,1,109390
3512,3397-8,5,1,109430
3513,3397-9,5,1,109440
3514,3398,5,1,109450
3515,3402,5,1,109480
3516,3402-1,5,1,109490
3517,3405,5,1,109530
3518,4773,5,1,114360
3519,7113,5,1,115020
3520,3397-10,5,2,209120
3521,3397-12,5,2,209130
3522,3397-13,5,2,209140
3523,3397-14,5,2,209150
3524,3397-15,5,2,209160
3525,3397-16,5,2,209170
3526,3397-18,5,2,209190
3527,3397-24,5,2,209240
3528,3397-32,5,2,209320
3529,3398,5,2,209450
3530,3399,5,2,209460
3531,3402,5,2,209480
3532,3402-1,5,2,209490
3533,3405,5,2,209530
3534,4773,5,2,214360
3535,7113,5,2,215020
3536,116,5,1,108300
3537,3397-1,5,1,109110
3538,3397-2,5,1,109210
3539,3397-3,5,1,109300
3540,3399,5,1,109460
3541,3407,5,1,109550
3542,7182,5,1,115250
3543,116,5,2,208300
3544,3397-1,5,2,209110
3545,3407,5,2,209550
3546,7182,5,2,215250
3547,3397-19,5,1,109200
3548,3397-27,5,1,109270
3549,3397-30,5,1,109310
3550,3397-37,5,1,109370
3551,3888_5-21,5,1,111300
3552,4236_6-17,6,1,112770
3553,75_5-7,5,1,116010
3554,3397-27,5,2,209270
3555,4119,5,2,211840
3556,3406,5,1,109540
3557,75_5-5,5,1,116000
3558,3406,5,2,209540
3559,3397-20,5,1,109220
3560,4236_6-16,6,1,112760
3561,4236_6-18,6,1,112780
3562,3626,5,1,110050
3563,4236_5-8,5,1,112680
3564,75_6-2,6,1,116030
3565,3620,5,1,110010
3566,3622,5,1,110020
3567,3623-1,5,1,110040
3568,3627,5,1,110070
3569,3629,5,1,110080
3570,3630,5,1,110120
3571,3630-1,5,1,110130
3572,3634,5,1,110160
3573,4053,5,1,111600
3574,4622,5,1,114100
3575,4623,5,1,114130
3576,3619,5,2,210000
3577,3620,5,2,210010
3578,3622,5,2,210020
3579,3626,5,2,210050
3580,3627,5,2,210070
3581,3630,5,2,210120
3582,3634,5,2,210160
3583,4053,5,2,211600
3584,4622,5,2,214100
3585,4623,5,2,214130
3586,3631,5,1,110140
3587,3631-1,5,1,110150
3588,3629,5,2,210080
3589,3631-1,5,2,210150
3590,3629-2,5,1,110100
3591,3629-3,5,1,110110
3592,4622-1,5,1,114110
3593,3629-2,5,2,210100
3594,4622-1,5,2,214110
3595,75_6-2,6,2,216030
3596,3623,5,1,110030
3597,3626-2,5,1,110060
3598,3631,5,2,210140
3599,3623,5,2,210030
3600,3626-2,5,2,210060
3601,7603,5,2,216140
3602,7603,5,1,116140
3603,3397,5,1,109100
3604,3397-5,5,1,109400
3605,4236_6-15,6,1,112750
3606,4236_6-20,6,1,112810
3607,3397-5,5,2,209400
3608,4236_6-20,6,2,212810
3609,3404,5,1,109520
3610,3408,5,1,109560
3611,3403,5,2,209500
3612,3404,5,2,209520
3613,3408,5,2,209560
3614,3397-25,5,1,109250
3615,3397-26,5,1,109260
3616,3403-1,5,1,109510
3617,7538,5,1,115940
3618,3397-25,5,2,209250
3619,3397-26,5,2,209260
3620,3403-1,5,2,209510
3621,7538,5,2,215940
3622,3397-38,5,1,109380
3623,3403,5,1,109500
3624,3400,5,1,109470
3625,3400,5,2,209470
3626,3397-28,5,1,109280
3627,3397-29,5,1,109290
3628,3397-34,5,1,109340
3629,3397-35,5,1,109350
3630,3397-36,5,1,109360
3631,116_5-15,5,1,116300
3632,4078_5-1,5,1,111610
3633,4078_5-2,5,1,111630
3634,4078_5-6,5,1,111670
3635,4121,5,1,111850
3636,4121-1,5,1,111860
3637,4121-2,5,1,111870
3638,4121-3,5,1,111880
3639,4554,5,1,113740
3640,4554-1,5,1,113750
3641,4555,5,1,113760
3642,7112,5,1,115000
3643,7324,5,1,115310
3644,7324-1,5,1,115320
3645,7525,5,1,115910
3646,7525-2,5,1,115920
3647,7525-3,5,1,115930
3648,75_6-4,6,1,116040
3649,4121,5,2,211850
3650,4121-1,5,2,211860
3651,4121-2,5,2,211870
3652,4554,5,2,213740
3653,4554-1,5,2,213750
3654,4555,5,2,213760
3655,7324,5,2,215310
3656,7324-1,5,2,215320
3657,7525,5,2,215910
3658,7525-3,5,2,215930
3659,4122_6,6,1,104190
3660,4078_6-1,6,1,111710
3661,4122,5,1,111890
3662,4122-1,5,1,111900
3663,4236_6-2,6,1,112800
3664,3602,5,1,109940
3665,3604_6-4,6,1,109990
3666,4078_6-2,6,1,111720
3667,4078_6-3,6,1,111730
3668,4078_6-4,6,1,111740
3669,4123,5,1,111910
3670,4123-1,5,1,111920
3671,4124,5,1,111930
3672,4125-4,5,1,111950
3673,4125-5,5,1,111960
3674,4126,5,1,111970
3675,4236_6-10,6,1,112700
3676,4236_6-11,6,1,112710
3677,4236_6-12,6,1,112720
3678,4236_6-14,6,1,112740
3679,4236_6-9,6,1,112860
3680,4546,5,1,113620
3681,4549,5,1,113650
3682,4551,5,1,113660
3683,4551-1,5,1,113670
3684,4551-3,5,1,113690
3685,4552,5,1,113700
3686,4553,5,1,113720
3687,4553-1,5,1,113730
3688,7110,5,1,114980
3689,7111,5,1,114990
3690,7175,5,1,115220
3691,7175-1,5,1,115230
3692,3602,5,2,209940
3693,4078_6-2,6,2,211720
3694,4078_6-3,6,2,211730
3695,4078_6-4,6,2,211740
3696,4123,5,2,211910
3697,4123-1,5,2,211920
3698,4124,5,2,211930
3699,4125,5,2,211940
3700,4125-5,5,2,211960
3701,4126,5,2,211970
3702,4236_6-10,6,2,212700
3703,4236_6-11,6,2,212710
3704,4236_6-12,6,2,212720
3705,4236_6-14,6,2,212740
3706,4236_6-9,6,2,212860
3707,4546,5,2,213620
3708,4547,5,2,213640
3709,4549,5,2,213650
3710,4551,5,2,213660
3711,4551-1,5,2,213670
3712,7110,5,2,214980
3713,7111,5,2,214990
3714,7178,5,2,215240
3715,4551-2,5,1,113680
3716,4552-1,5,1,113710
3717,7109,5,1,114970
3718,7178,5,1,115240
3719,4546-1,5,2,213630
3720,4552-1,5,2,213710
3721,4553-1,5,2,213730
3722,4125,5,1,111940
3723,4547,5,1,113640
3724,3595,5,1,109930
3725,3874_5-7,5,1,111060
3726,3888_6-20,6,1,111350
3727,4147,5,1,112040
3728,4148,5,1,112050
3729,4149-1,5,1,112060
3730,4149-2,5,1,112070
3731,4149-3,5,1,112080
3732,4150,5,1,112090
3733,4150-1,5,1,112100
3734,4542-1,5,1,113410
3735,4542-10,5,1,113420
3736,4542-11,5,1,113430
3737,4542-12,5,1,113440
3738,4542-14,5,1,113460
3739,4542-15,5,1,113470
3740,4542-5,5,1,113530
3741,4542-7,5,1,113550
3742,4542-8,5,1,113560
3743,4542-9,5,1,113570
3744,7174,5,1,115210
3745,7546,5,1,115970
3746,3595,5,2,209930
3747,4147,5,2,212040
3748,4149-1,5,2,212060
3749,4542,5,2,213400
3750,4542-14,5,2,213460
3751,4542-15,5,2,213470
3752,4542-9,5,2,213570
3753,7174,5,2,215210
3754,7546,5,2,215970
3755,4541,5,1,113390
3756,4542,5,1,113400
3757,3888_6-21,6,1,111360
3758,4542-16,5,1,113480
3759,4542-17,5,1,113490
3760,4542-6,5,1,113540
3761,3888_6-20,6,2,211350
3762,4542-11,5,2,213430
3763,4542-16,5,2,213480
3764,4542-17,5,2,213490
3765,117_6-5,6,1,108420
3766,3416-2,5,1,109640
3767,3416-3,5,1,109650
3768,3416,5,2,209620
3769,3416-2,5,2,209640
3770,4574,5,1,114080
3771,7107,5,1,114940
3772,7107-1,5,1,114950
3773,3412,5,2,209570
3774,4051,5,2,211570
3775,3430,5,1,109670
3776,3435,5,1,109680
3777,3430,5,2,209670
3778,3435,5,2,209680
3779,3436,5,2,209690
3780,3436,5,1,109690
3781,3440,5,1,109720
3782,3414,5,1,109580
3783,3415-1,5,1,109600
3784,3416,5,1,109620
3785,3416-1,5,1,109630
3786,7105,5,1,114930
3787,7521,5,1,115900
3788,3414,5,2,209580
3789,3416-1,5,2,209630
3790,4052,5,2,211590
3791,7105,5,2,214930
3792,7521,5,2,215900
3793,RW_272,5,1,103700
3794,RW_273,5,1,103710
3795,3218,5,1,108650
3796,3222-2,5,1,108710
3797,3230,5,1,108720
3798,4236_6-25,6,1,112830
3799,4236_6-26,6,1,112840
3800,4559,5,1,113920
3801,4560,5,1,113930
3802,4960,5,1,114540
3803,4961,5,1,114550
3804,7519,5,1,115850
3805,7520,5,1,115860
3806,7520-1,5,1,115870
3807,7520-2,5,1,115880
3808,7520-3,5,1,115890
3809,3218,5,2,208650
3810,3230,5,2,208720
3811,4236_6-26,6,2,212840
3812,4559,5,2,213920
3813,4560,5,2,213930
3814,4561,5,2,213940
3815,4960,5,2,214540
3816,7519,5,2,215850
3817,7520,5,2,215860
3818,7520-1,5,2,215870
3819,7520-2,5,2,215880
3820,7520-3,5,2,215890
3821,3222,5,1,108690
3822,3888_5-18,5,1,111290
3823,4556,5,1,113840
3824,4557,5,1,113850
3825,4557-1,5,1,113860
3826,4557-2,5,1,113870
3827,4557-3,5,1,113880
3828,4558-1,5,1,113900
3829,7089,5,1,114660
3830,7089-1,5,1,114670
3831,7089-11,5,1,114690
3832,7089-12,5,1,114700
3833,7089-13,5,1,114710
3834,7089-14,5,1,114720
3835,7089-15,5,1,114730
3836,7089-16,5,1,114740
3837,7089-17,5,1,114750
3838,7089-19,5,1,114770
3839,7089-3,5,1,114790
3840,7090-1,5,1,114870
3841,3222,5,2,208690
3842,4556,5,2,213840
3843,4557,5,2,213850
3844,4557-1,5,2,213860
3845,4557-2,5,2,213870
3846,4557-3,5,2,213880
3847,7089,5,2,214660
3848,7089-11,5,2,214690
3849,7089-12,5,2,214700
3850,7089-13,5,2,214710
3851,7089-14,5,2,214720
3852,7089-15,5,2,214730
3853,7089-18,5,2,214760
3854,4078_5-7,5,1,111680
3855,4555-1,5,1,113770
3856,4555-2,5,1,113780
3857,4555-3,5,1,113790
3858,4555-4,5,1,113800
3859,4555-6,5,1,113820
