rsection,rbeg_chg,rend_chg,rlength,rdir,BEGLAT,BEGLONG,ENDLAT,ENDLONG,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10
610584,2.396,2.476,0.08,5,0.430754009,0.955735764,0.430761202,0.955724378,2078_16,5,4,610584,,,,,,
610584,2.476,2.689,0.213,5,0.430761202,0.955724378,0.430780289,0.955694169,2078_17,5,4,610584,,,,,,
610610,0,0.23,0.23,5,0.43070145,0.955679287,0.430731313,0.955701825,2079_1,5,1,610610,,,,,,
610610,0.23,0.46,0.23,5,0.430731313,0.955701825,0.430761202,0.955724378,2079_2,5,1,610610,,,,,,
610612,0,0.23,0.23,5,0.43070145,0.955679287,0.430731313,0.955701825,2079_1,5,2,610612,,,,,,
610612,0.23,0.46,0.23,5,0.430731313,0.955701825,0.430761202,0.955724378,2079_2,5,2,610612,,,,,,
610613,0,0.23,0.23,5,0.43070145,0.955679287,0.430731313,0.955701825,2079_1,5,3,610613,,,,,,
610613,0.23,0.46,0.23,5,0.430731313,0.955701825,0.430761202,0.955724378,2079_2,5,3,610613,,,,,,
610614,0,0.23,0.23,5,0.43070145,0.955679287,0.430731313,0.955701825,2079_1,5,4,610614,,,,,,
610614,0.23,0.46,0.23,5,0.430731313,0.955701825,0.430761202,0.955724378,2079_2,5,4,610614,,,,,,
610620,0,0.167,0.167,5,0.430790926,0.955882567,0.430805177,0.955858333,2081,5,1,610620,,,,,,
610622,0,0.167,0.167,5,0.430790926,0.955882567,0.430805177,0.955858333,2081,5,2,610622,,,,,,
610623,0,0.167,0.167,5,0.430790926,0.955882567,0.430805177,0.955858333,2081,5,3,610623,,,,,,
610624,0,0.167,0.167,5,0.430790926,0.955882567,0.430805177,0.955858333,2081,5,4,610624,,,,,,
610630,0,0.167,0.167,5,0.430834115,0.955853821,0.430848391,0.955829537,2082,5,1,610630,,,,,,
610632,0,0.167,0.167,5,0.430834115,0.955853821,0.430848391,0.955829537,2082,5,2,610632,,,,,,
610633,0,0.167,0.167,5,0.430834115,0.955853821,0.430848391,0.955829537,2082,5,3,610633,,,,,,
610634,0,0.167,0.167,5,0.430834115,0.955853821,0.430848391,0.955829537,2082,5,4,610634,,,,,,
610640,0,0.169,0.169,5,0.430809492,0.955895597,0.430823881,0.955871181,2083,5,1,610640,,,,,,
610642,0,0.169,0.169,5,0.430809492,0.955895597,0.430823881,0.955871181,2083,5,2,610642,,,,,,
610643,0,0.169,0.169,5,0.430809492,0.955895597,0.430823881,0.955871181,2083,5,3,610643,,,,,,
610644,0,0.169,0.169,5,0.430809492,0.955895597,0.430823881,0.955871181,2083,5,4,610644,,,,,,
610650,0,0.057,0.057,5,0.430814884,0.955911036,0.43081965,0.955902798,2084_1,5,1,610650,,,,,,
610650,0.057,0.213,0.156,5,0.43081965,0.955902798,0.430832879,0.955880128,2084_2,5,1,610650,,,,,,
610652,0,0.057,0.057,5,0.430814884,0.955911036,0.43081965,0.955902798,2084_1,5,2,610652,,,,,,
610652,0.057,0.213,0.156,5,0.43081965,0.955902798,0.430832879,0.955880128,2084_2,5,2,610652,,,,,,
610653,0,0.057,0.057,5,0.430814884,0.955911036,0.43081965,0.955902798,2084_1,5,3,610653,,,,,,
610653,0.057,0.213,0.156,5,0.43081965,0.955902798,0.430832879,0.955880128,2084_2,5,3,610653,,,,,,
610654,0,0.057,0.057,5,0.430814884,0.955911036,0.43081965,0.955902798,2084_1,5,4,610654,,,,,,
610654,0.057,0.213,0.156,5,0.43081965,0.955902798,0.430832879,0.955880128,2084_2,5,4,610654,,,,,,
610660,0.213,0.339,0.126,5,0.430832344,0.955877005,0.430844223,0.955861012,2084_3,5,1,610660,,,,,,
610660,0.339,0.381,0.042,5,0.430844223,0.955861012,0.430847782,0.955854905,2084_4,5,1,610660,,,,,,
610660,0.381,0.507,0.126,5,0.430847782,0.955854905,0.430858463,0.955836577,2084_5,5,1,610660,,,,,,
610662,0.213,0.339,0.126,5,0.430832344,0.955877005,0.430844223,0.955861012,2084_3,5,2,610662,,,,,,
610662,0.339,0.381,0.042,5,0.430844223,0.955861012,0.430847782,0.955854905,2084_4,5,2,610662,,,,,,
610662,0.381,0.507,0.126,5,0.430847782,0.955854905,0.430858463,0.955836577,2084_5,5,2,610662,,,,,,
610663,0.213,0.339,0.126,5,0.430832344,0.955877005,0.430844223,0.955861012,2084_3,5,3,610663,,,,,,
610663,0.339,0.381,0.042,5,0.430844223,0.955861012,0.430847782,0.955854905,2084_4,5,3,610663,,,,,,
610663,0.381,0.507,0.126,5,0.430847782,0.955854905,0.430858463,0.955836577,2084_5,5,3,610663,,,,,,
610664,0.213,0.339,0.126,5,0.430832344,0.955877005,0.430844223,0.955861012,2084_3,5,4,610664,,,,,,
610664,0.339,0.381,0.042,5,0.430844223,0.955861012,0.430847782,0.955854905,2084_4,5,4,610664,,,,,,
610664,0.381,0.507,0.126,5,0.430847782,0.955854905,0.430858463,0.955836577,2084_5,5,4,610664,,,,,,
610670,0,0.169,0.169,5,0.430829755,0.955909864,0.430844135,0.955885386,2085_1,5,1,610670,,,,,,
610670,0.169,0.331,0.162,5,0.430844135,0.955885386,0.430857904,0.95586192,2085_2,5,1,610670,,,,,,
610672,0,0.169,0.169,5,0.430829755,0.955909864,0.430844135,0.955885386,2085_1,5,2,610672,,,,,,
610672,0.169,0.331,0.162,5,0.430844135,0.955885386,0.430857904,0.95586192,2085_2,5,2,610672,,,,,,
610673,0,0.169,0.169,5,0.430829755,0.955909864,0.430844135,0.955885386,2085_1,5,3,610673,,,,,,
610673,0.169,0.331,0.162,5,0.430844135,0.955885386,0.430857904,0.95586192,2085_2,5,3,610673,,,,,,
610674,0,0.169,0.169,5,0.430829755,0.955909864,0.430844135,0.955885386,2085_1,5,4,610674,,,,,,
610674,0.169,0.331,0.162,5,0.430844135,0.955885386,0.430857904,0.95586192,2085_2,5,4,610674,,,,,,
610680,0,0.126,0.126,5,0.430885823,0.95585559,0.430875075,0.955873901,2087_1,5,1,610680,,,,,,
610680,0.126,0.288,0.162,5,0.430875075,0.955873901,0.430861398,0.955897435,2087_2,5,1,610680,,,,,,
610682,0,0.126,0.126,5,0.430885823,0.95585559,0.430875075,0.955873901,2087_1,5,2,610682,,,,,,
610682,0.126,0.288,0.162,5,0.430875075,0.955873901,0.430861398,0.955897435,2087_2,5,2,610682,,,,,,
610683,0,0.126,0.126,5,0.430885823,0.95585559,0.430875075,0.955873901,2087_1,5,3,610683,,,,,,
610683,0.126,0.288,0.162,5,0.430875075,0.955873901,0.430861398,0.955897435,2087_2,5,3,610683,,,,,,
610684,0,0.126,0.126,5,0.430885823,0.95585559,0.430875075,0.955873901,2087_1,5,4,610684,,,,,,
610684,0.126,0.288,0.162,5,0.430875075,0.955873901,0.430861398,0.955897435,2087_2,5,4,610684,,,,,,
610690,0,0.137,0.137,5,0.43074093,0.95585749,0.430749906,0.955836504,2088-1,5,1,610690,,,,,,
610692,0,0.137,0.137,5,0.43074093,0.95585749,0.430749906,0.955836504,2088-1,5,2,610692,,,,,,
610693,0,0.137,0.137,5,0.43074093,0.95585749,0.430749906,0.955836504,2088-1,5,3,610693,,,,,,
610694,0,0.137,0.137,5,0.43074093,0.95585749,0.430749906,0.955836504,2088-1,5,4,610694,,,,,,
610700,0.137,0.214,0.077,5,0.430824205,0.955919461,0.430814884,0.955911036,2088_1,5,1,610700,,,,,,
610700,0.214,0.565,0.351,5,0.430814884,0.955911036,0.430767399,0.955880548,2088_2,5,1,610700,,,,,,
610700,0.565,0.782,0.217,5,0.430767399,0.955880548,0.43074093,0.95585749,2088_3,5,1,610700,,,,,,
610700,0.782,0.922,0.14,5,0.43074093,0.95585749,0.4307228,0.955843829,2088_4,5,1,610700,,,,,,
610700,0.922,1.362,0.44,5,0.4307228,0.955843829,0.430715266,0.955789261,2088_5,5,1,610700,,,,,,
610700,1.362,1.369,0.007,5,0.430715266,0.955789261,0.430715843,0.955788261,2088_6,5,1,610700,,,,,,
610700,1.369,1.625,0.256,5,0.430715843,0.955788261,0.430738677,0.955752097,2088_7,5,1,610700,,,,,,
610702,0.137,0.214,0.077,5,0.430824205,0.955919461,0.430814884,0.955911036,2088_1,5,2,610702,,,,,,
610702,0.214,0.565,0.351,5,0.430814884,0.955911036,0.430767399,0.955880548,2088_2,5,2,610702,,,,,,
610702,0.565,0.782,0.217,5,0.430767399,0.955880548,0.43074093,0.95585749,2088_3,5,2,610702,,,,,,
610702,0.782,0.922,0.14,5,0.43074093,0.95585749,0.4307228,0.955843829,2088_4,5,2,610702,,,,,,
610702,0.922,1.362,0.44,5,0.4307228,0.955843829,0.430715266,0.955789261,2088_5,5,2,610702,,,,,,
610702,1.362,1.369,0.007,5,0.430715266,0.955789261,0.430715843,0.955788261,2088_6,5,2,610702,,,,,,
610702,1.369,1.625,0.256,5,0.430715843,0.955788261,0.430738677,0.955752097,2088_7,5,2,610702,,,,,,
610703,0.137,0.214,0.077,5,0.430824205,0.955919461,0.430814884,0.955911036,2088_1,5,3,610703,,,,,,
610703,0.214,0.565,0.351,5,0.430814884,0.955911036,0.430767399,0.955880548,2088_2,5,3,610703,,,,,,
610703,0.565,0.782,0.217,5,0.430767399,0.955880548,0.43074093,0.95585749,2088_3,5,3,610703,,,,,,
610703,0.782,0.922,0.14,5,0.43074093,0.95585749,0.4307228,0.955843829,2088_4,5,3,610703,,,,,,
610703,0.922,1.362,0.44,5,0.4307228,0.955843829,0.430715266,0.955789261,2088_5,5,3,610703,,,,,,
610703,1.362,1.369,0.007,5,0.430715266,0.955789261,0.430715843,0.955788261,2088_6,5,3,610703,,,,,,
610703,1.369,1.625,0.256,5,0.430715843,0.955788261,0.430738677,0.955752097,2088_7,5,3,610703,,,,,,
610704,0.137,0.214,0.077,5,0.430824205,0.955919461,0.430814884,0.955911036,2088_1,5,4,610704,,,,,,
610704,0.214,0.565,0.351,5,0.430814884,0.955911036,0.430767399,0.955880548,2088_2,5,4,610704,,,,,,
610704,0.565,0.782,0.217,5,0.430767399,0.955880548,0.43074093,0.95585749,2088_3,5,4,610704,,,,,,
610704,0.782,0.922,0.14,5,0.43074093,0.95585749,0.4307228,0.955843829,2088_4,5,4,610704,,,,,,
610704,0.922,1.362,0.44,5,0.4307228,0.955843829,0.430715266,0.955789261,2088_5,5,4,610704,,,,,,
610704,1.362,1.369,0.007,5,0.430715266,0.955789261,0.430715843,0.955788261,2088_6,5,4,610704,,,,,,
610704,1.369,1.625,0.256,5,0.430715843,0.955788261,0.430738677,0.955752097,2088_7,5,4,610704,,,,,,
619190,0,0.202,0.202,5,0.430300196,0.955800541,0.430326442,0.955820272,4102,5,1,619190,,,,,,
619192,0,0.202,0.202,5,0.430300196,0.955800541,0.430326442,0.955820272,4102,5,2,619192,,,,,,
619193,0,0.202,0.202,5,0.430300196,0.955800541,0.430326442,0.955820272,4102,5,3,619193,,,,,,
619194,0,0.202,0.202,5,0.430300196,0.955800541,0.430326442,0.955820272,4102,5,4,619194,,,,,,
619200,0,0.228,0.228,5,0.430287679,0.955812673,0.430317223,0.955834897,4103,5,1,619200,,,,,,
619202,0,0.228,0.228,5,0.430287679,0.955812673,0.430317223,0.955834897,4103,5,2,619202,,,,,,
619203,0,0.228,0.228,5,0.430287679,0.955812673,0.430317223,0.955834897,4103,5,3,619203,,,,,,
619204,0,0.228,0.228,5,0.430287679,0.955812673,0.430317223,0.955834897,4103,5,4,619204,,,,,,
620820,0,0.476,0.476,5,0.430299666,0.955656732,0.430361425,0.955703227,482_1,5,1,620820,,,,,,
620820,0.476,0.705,0.229,5,0.430361425,0.955703227,0.430391113,0.955725591,482_2,5,1,620820,,,,,,
620820,0.705,0.924,0.219,5,0.430391113,0.955725591,0.430419561,0.95574706,482_3,5,1,620820,,,,,,
620820,0.924,1.153,0.229,5,0.430419561,0.95574706,0.430449254,0.955769452,482_4,5,1,620820,,,,,,
620822,0,0.476,0.476,5,0.430299666,0.955656732,0.430361425,0.955703227,482_1,5,2,620822,,,,,,
620822,0.476,0.705,0.229,5,0.430361425,0.955703227,0.430391113,0.955725591,482_2,5,2,620822,,,,,,
620822,0.705,0.924,0.219,5,0.430391113,0.955725591,0.430419561,0.95574706,482_3,5,2,620822,,,,,,
620822,0.924,1.153,0.229,5,0.430419561,0.95574706,0.430449254,0.955769452,482_4,5,2,620822,,,,,,
620823,0,0.476,0.476,5,0.430299666,0.955656732,0.430361425,0.955703227,482_1,5,3,620823,,,,,,
620823,0.476,0.705,0.229,5,0.430361425,0.955703227,0.430391113,0.955725591,482_2,5,3,620823,,,,,,
620823,0.705,0.924,0.219,5,0.430391113,0.955725591,0.430419561,0.95574706,482_3,5,3,620823,,,,,,
620823,0.924,1.153,0.229,5,0.430419561,0.95574706,0.430449254,0.955769452,482_4,5,3,620823,,,,,,
620824,0,0.476,0.476,5,0.430299666,0.955656732,0.430361425,0.955703227,482_1,5,4,620824,,,,,,
620824,0.476,0.705,0.229,5,0.430361425,0.955703227,0.430391113,0.955725591,482_2,5,4,620824,,,,,,
620824,0.705,0.924,0.219,5,0.430391113,0.955725591,0.430419561,0.95574706,482_3,5,4,620824,,,,,,
620824,0.924,1.153,0.229,5,0.430419561,0.95574706,0.430449254,0.955769452,482_4,5,4,620824,,,,,,
620830,0,0.229,0.229,5,0.430459391,0.955777091,0.430489077,0.955799456,483_1,5,1,620830,,,,,,
620830,0.229,0.448,0.219,5,0.430489077,0.955799456,0.430517522,0.955820891,483_2,5,1,620830,,,,,,
620830,0.448,0.677,0.229,5,0.430517522,0.955820891,0.43054726,0.955843268,483_3,5,1,620830,,,,,,
620832,0,0.229,0.229,5,0.430459391,0.955777091,0.430489077,0.955799456,483_1,5,2,620832,,,,,,
620832,0.229,0.448,0.219,5,0.430489077,0.955799456,0.430517522,0.955820891,483_2,5,2,620832,,,,,,
620832,0.448,0.677,0.229,5,0.430517522,0.955820891,0.43054726,0.955843268,483_3,5,2,620832,,,,,,
620833,0,0.229,0.229,5,0.430459391,0.955777091,0.430489077,0.955799456,483_1,5,3,620833,,,,,,
620833,0.229,0.448,0.219,5,0.430489077,0.955799456,0.430517522,0.955820891,483_2,5,3,620833,,,,,,
620833,0.448,0.677,0.229,5,0.430517522,0.955820891,0.43054726,0.955843268,483_3,5,3,620833,,,,,,
620834,0,0.229,0.229,5,0.430459391,0.955777091,0.430489077,0.955799456,483_1,5,4,620834,,,,,,
620834,0.229,0.448,0.219,5,0.430489077,0.955799456,0.430517522,0.955820891,483_2,5,4,620834,,,,,,
620834,0.448,0.677,0.229,5,0.430517522,0.955820891,0.43054726,0.955843268,483_3,5,4,620834,,,,,,
623210,0,0.201,0.201,5,0.4303094,0.955785976,0.430335577,0.955805604,641_1,5,1,623210,,,,,,
623210,0.201,0.336,0.135,5,0.430335577,0.955805604,0.430353072,0.955818787,641_2,5,1,623210,,,,,,
623210,0.336,0.72,0.384,5,0.430353072,0.955818787,0.430402933,0.955856363,641_3,5,1,623210,,,,,,
623210,0.72,1.077,0.357,5,0.430402933,0.955856363,0.430449209,0.955891314,641_4,5,1,623210,,,,,,
623210,1.077,1.432,0.355,5,0.430449209,0.955891314,0.430495071,0.955926223,641_5,5,1,623210,,,,,,
623210,1.432,1.673,0.241,5,0.430495071,0.955926223,0.43052527,0.955951354,641_6,5,1,623210,,,,,,
623210,1.673,2.139,0.466,5,0.43052527,0.955951354,0.430583481,0.95600043,641_7,5,1,623210,,,,,,
623212,0,0.201,0.201,5,0.4303094,0.955785976,0.430335577,0.955805604,641_1,5,2,623212,,,,,,
623212,0.201,0.336,0.135,5,0.430335577,0.955805604,0.430353072,0.955818787,641_2,5,2,623212,,,,,,
623212,0.336,0.72,0.384,5,0.430353072,0.955818787,0.430402933,0.955856363,641_3,5,2,623212,,,,,,
623212,0.72,1.077,0.357,5,0.430402933,0.955856363,0.430449209,0.955891314,641_4,5,2,623212,,,,,,
623212,1.077,1.432,0.355,5,0.430449209,0.955891314,0.430495071,0.955926223,641_5,5,2,623212,,,,,,
623212,1.432,1.673,0.241,5,0.430495071,0.955926223,0.43052527,0.955951354,641_6,5,2,623212,,,,,,
623212,1.673,2.139,0.466,5,0.43052527,0.955951354,0.430583481,0.95600043,641_7,5,2,623212,,,,,,
623213,0,0.201,0.201,5,0.4303094,0.955785976,0.430335577,0.955805604,641_1,5,3,623213,,,,,,
623213,0.201,0.336,0.135,5,0.430335577,0.955805604,0.430353072,0.955818787,641_2,5,3,623213,,,,,,
623213,0.336,0.72,0.384,5,0.430353072,0.955818787,0.430402933,0.955856363,641_3,5,3,623213,,,,,,
623213,0.72,1.077,0.357,5,0.430402933,0.955856363,0.430449209,0.955891314,641_4,5,3,623213,,,,,,
623213,1.077,1.432,0.355,5,0.430449209,0.955891314,0.430495071,0.955926223,641_5,5,3,623213,,,,,,
623213,1.432,1.673,0.241,5,0.430495071,0.955926223,0.43052527,0.955951354,641_6,5,3,623213,,,,,,
623213,1.673,2.139,0.466,5,0.43052527,0.955951354,0.430583481,0.95600043,641_7,5,3,623213,,,,,,
623214,0,0.201,0.201,5,0.4303094,0.955785976,0.430335577,0.955805604,641_1,5,4,623214,,,,,,
623214,0.201,0.336,0.135,5,0.430335577,0.955805604,0.430353072,0.955818787,641_2,5,4,623214,,,,,,
623214,0.336,0.72,0.384,5,0.430353072,0.955818787,0.430402933,0.955856363,641_3,5,4,623214,,,,,,
623214,0.72,1.077,0.357,5,0.430402933,0.955856363,0.430449209,0.955891314,641_4,5,4,623214,,,,,,
623214,1.077,1.432,0.355,5,0.430449209,0.955891314,0.430495071,0.955926223,641_5,5,4,623214,,,,,,
623214,1.432,1.673,0.241,5,0.430495071,0.955926223,0.43052527,0.955951354,641_6,5,4,623214,,,,,,
623214,1.673,2.139,0.466,5,0.43052527,0.955951354,0.430583481,0.95600043,641_7,5,4,623214,,,,,,
623260,0,0.125,0.125,5,0.43050077,0.955986166,0.430512805,0.955969058,642_1,5,1,623260,,,,,,
623260,0.125,0.255,0.13,5,0.430512805,0.955969058,0.43052527,0.955951354,642_2,5,1,623260,,,,,,
623260,0.255,0.402,0.147,5,0.43052527,0.955951354,0.430539418,0.95593129,642_3,5,1,623260,,,,,,
623262,0,0.125,0.125,5,0.43050077,0.955986166,0.430512805,0.955969058,642_1,5,2,623262,,,,,,
623262,0.125,0.255,0.13,5,0.430512805,0.955969058,0.43052527,0.955951354,642_2,5,2,623262,,,,,,
623262,0.255,0.402,0.147,5,0.43052527,0.955951354,0.430539418,0.95593129,642_3,5,2,623262,,,,,,
623263,0,0.125,0.125,5,0.43050077,0.955986166,0.430512805,0.955969058,642_1,5,3,623263,,,,,,
623263,0.125,0.255,0.13,5,0.430512805,0.955969058,0.43052527,0.955951354,642_2,5,3,623263,,,,,,
623263,0.255,0.402,0.147,5,0.43052527,0.955951354,0.430539418,0.95593129,642_3,5,3,623263,,,,,,
623264,0,0.125,0.125,5,0.43050077,0.955986166,0.430512805,0.955969058,642_1,5,4,623264,,,,,,
623264,0.125,0.255,0.13,5,0.430512805,0.955969058,0.43052527,0.955951354,642_2,5,4,623264,,,,,,
623264,0.255,0.402,0.147,5,0.43052527,0.955951354,0.430539418,0.95593129,642_3,5,4,623264,,,,,,
623270,0,0.135,0.135,5,0.430312852,0.955841808,0.430330321,0.955854979,643_1,5,1,623270,,,,,,
623270,0.135,0.519,0.384,5,0.430330321,0.955854979,0.430380163,0.955892548,643_2,5,1,623270,,,,,,
623270,0.519,0.882,0.363,5,0.430380163,0.955892548,0.430427261,0.95592808,643_3,5,1,623270,,,,,,
623270,0.882,1.23,0.348,5,0.430427261,0.95592808,0.430472261,0.955962419,643_4,5,1,623270,,,,,,
623270,1.23,1.457,0.227,5,0.430472261,0.955962419,0.43050077,0.955986166,643_5,5,1,623270,,,,,,
623270,1.457,1.924,0.467,5,0.43050077,0.955986166,0.430559006,0.956035234,643_6,5,1,623270,,,,,,
623272,0,0.135,0.135,5,0.430312852,0.955841808,0.430330321,0.955854979,643_1,5,2,623272,,,,,,
623272,0.135,0.519,0.384,5,0.430330321,0.955854979,0.430380163,0.955892548,643_2,5,2,623272,,,,,,
623272,0.519,0.882,0.363,5,0.430380163,0.955892548,0.430427261,0.95592808,643_3,5,2,623272,,,,,,
623272,0.882,1.23,0.348,5,0.430427261,0.95592808,0.430472261,0.955962419,643_4,5,2,623272,,,,,,
623272,1.23,1.457,0.227,5,0.430472261,0.955962419,0.43050077,0.955986166,643_5,5,2,623272,,,,,,
623272,1.457,1.924,0.467,5,0.43050077,0.955986166,0.430559006,0.956035234,643_6,5,2,623272,,,,,,
623273,0,0.135,0.135,5,0.430312852,0.955841808,0.430330321,0.955854979,643_1,5,3,623273,,,,,,
623273,0.135,0.519,0.384,5,0.430330321,0.955854979,0.430380163,0.955892548,643_2,5,3,623273,,,,,,
623273,0.519,0.882,0.363,5,0.430380163,0.955892548,0.430427261,0.95592808,643_3,5,3,623273,,,,,,
623273,0.882,1.23,0.348,5,0.430427261,0.95592808,0.430472261,0.955962419,643_4,5,3,623273,,,,,,
623273,1.23,1.457,0.227,5,0.430472261,0.955962419,0.43050077,0.955986166,643_5,5,3,623273,,,,,,
623273,1.457,1.924,0.467,5,0.43050077,0.955986166,0.430559006,0.956035234,643_6,5,3,623273,,,,,,
623274,0,0.135,0.135,5,0.430312852,0.955841808,0.430330321,0.955854979,643_1,5,4,623274,,,,,,
623274,0.135,0.519,0.384,5,0.430330321,0.955854979,0.430380163,0.955892548,643_2,5,4,623274,,,,,,
623274,0.519,0.882,0.363,5,0.430380163,0.955892548,0.430427261,0.95592808,643_3,5,4,623274,,,,,,
623274,0.882,1.23,0.348,5,0.430427261,0.95592808,0.430472261,0.955962419,643_4,5,4,623274,,,,,,
623274,1.23,1.457,0.227,5,0.430472261,0.955962419,0.43050077,0.955986166,643_5,5,4,623274,,,,,,
623274,1.457,1.924,0.467,5,0.43050077,0.955986166,0.430559006,0.956035234,643_6,5,4,623274,,,,,,
623520,0,0.147,0.147,5,0.430589865,0.955971121,0.430603968,0.95595108,646_1,5,1,623520,,,,,,
623520,0.147,0.279,0.132,5,0.430603968,0.95595108,0.430616637,0.955933119,646_2,5,1,623520,,,,,,
623520,0.279,0.41,0.131,5,0.430616637,0.955933119,0.430629285,0.955915167,646_3,5,1,623520,,,,,,
623522,0,0.147,0.147,5,0.430589865,0.955971121,0.430603968,0.95595108,646_1,5,2,623522,,,,,,
623522,0.147,0.279,0.132,5,0.430603968,0.95595108,0.430616637,0.955933119,646_2,5,2,623522,,,,,,
623522,0.279,0.41,0.131,5,0.430616637,0.955933119,0.430629285,0.955915167,646_3,5,2,623522,,,,,,
623523,0,0.147,0.147,5,0.430589865,0.955971121,0.430603968,0.95595108,646_1,5,3,623523,,,,,,
623523,0.147,0.279,0.132,5,0.430603968,0.95595108,0.430616637,0.955933119,646_2,5,3,623523,,,,,,
623523,0.279,0.41,0.131,5,0.430616637,0.955933119,0.430629285,0.955915167,646_3,5,3,623523,,,,,,
623524,0,0.147,0.147,5,0.430589865,0.955971121,0.430603968,0.95595108,646_1,5,4,623524,,,,,,
623524,0.147,0.279,0.132,5,0.430603968,0.95595108,0.430616637,0.955933119,646_2,5,4,623524,,,,,,
623524,0.279,0.41,0.131,5,0.430616637,0.955933119,0.430629285,0.955915167,646_3,5,4,623524,,,,,,
624060,0,0.476,0.476,5,0.430287352,0.955676275,0.430349114,0.955722819,647_1,5,1,624060,,,,,,
624060,0.476,0.705,0.229,5,0.430349114,0.955722819,0.430378867,0.955745249,647_2,5,1,624060,,,,,,
624060,0.705,0.924,0.219,5,0.430378867,0.955745249,0.430407227,0.955766651,647_3,5,1,624060,,,,,,
624060,0.924,1.153,0.229,5,0.430407227,0.955766651,0.430436893,0.955789101,647_4,5,1,624060,,,,,,
624062,0,0.476,0.476,5,0.430287352,0.955676275,0.430349114,0.955722819,647_1,5,2,624062,,,,,,
624062,0.476,0.705,0.229,5,0.430349114,0.955722819,0.430378867,0.955745249,647_2,5,2,624062,,,,,,
624062,0.705,0.924,0.219,5,0.430378867,0.955745249,0.430407227,0.955766651,647_3,5,2,624062,,,,,,
624062,0.924,1.153,0.229,5,0.430407227,0.955766651,0.430436893,0.955789101,647_4,5,2,624062,,,,,,
624063,0,0.476,0.476,5,0.430287352,0.955676275,0.430349114,0.955722819,647_1,5,3,624063,,,,,,
624063,0.476,0.705,0.229,5,0.430349114,0.955722819,0.430378867,0.955745249,647_2,5,3,624063,,,,,,
624063,0.705,0.924,0.219,5,0.430378867,0.955745249,0.430407227,0.955766651,647_3,5,3,624063,,,,,,
624063,0.924,1.153,0.229,5,0.430407227,0.955766651,0.430436893,0.955789101,647_4,5,3,624063,,,,,,
624064,0,0.476,0.476,5,0.430287352,0.955676275,0.430349114,0.955722819,647_1,5,4,624064,,,,,,
624064,0.476,0.705,0.229,5,0.430349114,0.955722819,0.430378867,0.955745249,647_2,5,4,624064,,,,,,
624064,0.705,0.924,0.219,5,0.430378867,0.955745249,0.430407227,0.955766651,647_3,5,4,624064,,,,,,
624064,0.924,1.153,0.229,5,0.430407227,0.955766651,0.430436893,0.955789101,647_4,5,4,624064,,,,,,
624070,0,0.467,0.467,5,0.430512805,0.955969058,0.43057106,0.956018113,648,5,1,624070,,,,,,
624072,0,0.467,0.467,5,0.430512805,0.955969058,0.43057106,0.956018113,648,5,2,624072,,,,,,
624073,0,0.467,0.467,5,0.430512805,0.955969058,0.43057106,0.956018113,648,5,3,624073,,,,,,
624074,0,0.467,0.467,5,0.430512805,0.955969058,0.43057106,0.956018113,648,5,4,624074,,,,,,
624120,0,0.476,0.476,5,0.430274984,0.955695926,0.430336765,0.955742455,649_1,5,1,624120,,,,,,
